relation_id,sentence_id,description,is_true,expectation,words,p_start,p_length,c_start,c_length
29353@346_60-29353@346_82,29353@346,Dwight Freeney-NBA All Star,,0.552,"{Prominent,athletes,include,Jim,Brown,"","",actor,and,NFL,Hall,of,Famer,with,the,Cleveland,Browns,"","",arguably,the,greatest,running,back,of,all,time,;,Ernie,Davis,"","",the,first,African-American,Heisman,Trophy,winner,immortalized,in,the,motion,picture,``,The,Express,'',;,Donovan,McNabb,"","",former,NFL,quarterback,;,former,Indianapolis,Colts,wide,receiver,Marvin,Harrison,;,Dwight,Freeney,"","",defensive,end,for,the,San,Diego,Chargers,;,Carmelo,Anthony,"","",forward,for,the,New,York,Knicks,;,7-time,NBA,All,Star,"","",pro,basketball,Hall,of,Famer,and,former,Mayor,of,Detroit,Dave,Bing,;,Tim,Green,"","",former,Atlanta,Falcons,player,"","",author,"","",lawyer,"","",and,National,Public,Radio,commentator,;,Darryl,Johnston,"","",three-time,Super,Bowl,winner,with,the,Dallas,Cowboys,in,the,1990s,;,Mikey,Powell,"","",who,formerly,played,lacrosse,for,the,Boston,Cannons,;,Floyd,Little,"","",who,played,for,the,Denver,Broncos,;,Kyle,Johnson,"","",who,played,the,majority,of,his,NFL,career,with,the,Denver,Broncos,;,John,Mackey,a,member,of,the,NFL,Hall,of,Fame,played,for,the,legendary,Baltimore,Colts,-LRB-,1963,71,-RRB-,;,and,Tom,Coughlin,"","",New,York,Giants,head,coach,.}",60,2,82,3
36830053@53_0-36830053@53_9,36830053@53,Joshua Wordsworth-Leeds Water Works,,0.428,"{Joshua,Wordsworth,had,been,appointed,a,Director,of,the,Leeds,Water,Works,in,1841,.}",0,2,9,3
9451734@10_36-9451734@10_105,9451734@10,Michael Evans-Nick Marson - Vantage & Broking Operations,,0.508,"{The,Board,of,Hargreaves,Lansdown,PLC,is,made,up,of,the,following,members,:,Ian,Gorham,ACA,-,Chief,Executive,"","",Peter,Hargreaves,FCA,-,Executive,Director,"","",Tracey,Taylor,FCCA,-,Chief,Financial,Officer,"","",Michael,Evans,-,Non-executive,Chairman,"","",Chris,Barling,-,Non-executive,Director,"","",Dharmash,Mistry,-,Non-executive,Director,"","",Stephen,Robertson,-,Non-executive,Director,"","",Shirley,Garrood,-,Non-executive,Director,"","",Nigel,Bence,-,Chief,Operating,Officer,"","",Mark,Dampier,-,Head,of,Research,"","",Lee,Gardhouse,-,Investment,Director,HL,Fund,Managers,"","",Stuart,Louden,-,Director,Library,Information,Services,Ltd,"","",Ian,Hunter,-,Investment,Marketing,Director,"","",Nick,Marson,-,Vantage,&,Broking,Operations,Director,and,David,Davies,-,IT,Director,.}",36,2,105,7
38284187@1_36-38284187@1_40,38284187@1,Linde-Premier Automotive Group,,0.63,"{Ralf,Speth,Ralf,Dieter,Speth,-LRB-,born,9,September,1955,in,Roth,"","",Bavaria,-RRB-,is,a,German,automotive,executive,"","",currently,chief,executive,officer,of,Jaguar,Land,Rover,"","",following,previous,roles,with,BMW,"","",Linde,and,Ford,'s,Premier,Automotive,Group,.}",36,1,40,3
42317@133_79-42317@133_123,42317@133,Helen Thomas-AP,,0.514,"{The,founding,director,of,CBS,News,"","",Paul,White,"","",for,whom,the,top,award,given,by,the,broadcast,news,directors,organization,Radio,Television,Digital,News,Association,-LRB-,RTDNA,-RRB-,is,named,"","",Kent,Cooper,"","",who,later,became,the,longtime,GM,of,rival,Associated,Press,"","",early,ABC,News,president,Elmer,Lower,"","",Pulitzer,Prize,winning,newspaper,editor,and,columnist,Eugene,Patterson,"","",Raymond,Clapper,"","",originator,of,the,term,``,smoked-filled,room,'',"","",Merriman,Smith,"","",Helen,Thomas,"","",Marie,Colvin,"","",Martha,Gellhorn,"","",Kate,Webb,"","",Henry,Tilton,Gorrell,"","",Seymour,Hersh,"","",Lucien,Carr,"","",Neil,Sheehan,"","",Brit,Hume,"","",Keith,Olbermann,"","",Steve,Wilstein,"","",who,later,broke,the,steroids,scandals,in,baseball,for,the,AP,"","",``,New,York,Times,'',columnists,Thomas,Friedman,and,Gail,Collins,"","",``,Washington,Post,'',columnist,Richard,Cohen,"","",sportswriter,and,``,Untouchables,'',co-author,Oscar,Fraley,"","",author,H.,Allen,Smith,"","",military,author,Joe,Galloway,"","",Saigon,evacuation,photographer,Hubert,van,Es,"","",photographers,Stanley,Tretick,"","",Stan,Stearns,"",1970"",s,White,House,photographer,David,Hume,Kennerly,"","",White,House,spokesmen,Stephen,Early,"","",George,Reedy,"","",Ron,Nessen,and,Larry,Speakes,"","",Canadian,journalist,"","",author,Knowlton,Nash,"","",former,executive,and,senior,anchor,of,CBC,Television,'s,flagship,news,program,"","",The,National,"","",longtime,Las,Vegas,bureau,manager,Myram,Borders,"","",onetime,CIA,Director,Richard,Helms,"","",who,interviewed,Adolf,Hitler,for,United,Press,during,the,1936,Olympics,"","",diplomat,Edward,M.,Korry,"","",former,UP,correspondent,to,Moscow,Eugene,Lyons,"","",C-SPAN,founder,Brian,Lamb,"","",ex-Dow,Jones,CEO,Les,Hinton,"","",1980s,90s,Singapore,President,Wee,Kim,Wee,and,novelists,Allen,Drury,"","",Robert,J.,Serling,"","",Tony,Hillerman,and,Daniel,Silva,.}",79,2,123,1
14635932@7_2-14635932@7_6,14635932@7,Karl Schranz-Kneissl White Star,,0.628,"{Ski,racer,Karl,Schranz,made,the,Kneissl,White,Star,ski,one,of,the,most,sought,after,in,the,world,.}",2,2,6,3
13698479@10_7-13698479@10_9,13698479@10,Johnston-Brewery Company Ltd,,0.608,"{At,this,time,"","",The,Backus,and,Johnston,'s,Brewery,Company,Ltd,was,renamed,as,Cervecer,a,Backus,&,Johnston,S.A.,.}",7,1,9,3
2340895@42_37-2340895@42_28,2340895@42,Stirrat-Progress Energy,,0.476,"{Locations,in,West,Virginia,:,Delbarton,"","",Elk,Run,"","",Greun,Valley,"","",Guyandotte,"","",Independence,"","",Logan,"","",County,"","",Mammoth,"","",Marfork,"","",Nicholas,Energy,"","",Progress,Energy,"","",Rawl,"","",Republic,Energy,"","",and,Stirrat,.}",37,1,28,2
4202083@5_0-4202083@5_29,4202083@5,Heller-N.W.A.,,0.372,"{Heller,played,a,role,in,the,emergence,of,West,Coast,rap,music,when,he,cofounded,Ruthless,Records,with,Eazy-E,and,discovered,"","",signed,"","",or,managed,the,likes,of,N.W.A.,"","",The,Black,Eyed,Peas,"","",Above,the,Law,"","",The,D.O.C.,"","",and,Bone,Thugs-N-Harmony,.}",0,1,29,1
1259692@42_0-1259692@42_12,1259692@42,Dave Clark-Spencer Davis Group,,0.5,"{Dave,Clark,of,the,Dave,Clark,Five,and,Pete,York,of,the,Spencer,Davis,Group,were,prominent,British,drummers,using,Rogers,equipment,during,that,era,.}",0,2,12,3
3891249@1_61-3891249@1_55,3891249@1,Dlife-Disney Junior,,0.31,"{Disney,Channels,Worldwide,Disney,Channels,Worldwide,-LRB-,officially,ABC,Cable,Networks,Group,"","",Inc.,-RRB-,is,a,subsidiary,of,Disney-ABC,Television,Group,"","",a,unit,of,Disney,Media,Networks,"","",the,division,of,The,Walt,Disney,Company,that,operates,various,children,and,family,television,channels,around,the,world,:,Disney,Channel,"","",Disney,XD,"","",Disney,Junior,"","",Disney,Cinemagic,"","",Dlife,and,Hungama,TV,.}",61,1,55,2
2820713@17_26-2820713@17_15,2820713@17,Jim Pattison-Canfor,,0.566,"{In,2007,"","",Jarislowsky,'s,firm,"","",which,owns,18,percent,of,the,shares,of,Canfor,"","",was,embroiled,in,a,bitter,proxy,fight,with,tycoon,Jim,Pattison,"","",who,owns,25,percent,.}",26,2,15,1
51746@112_24-51746@112_14,51746@112,Linksys-Cablevision,,0.528,"{Scientific,Atlanta,provides,VoIP,equipment,to,cable,service,providers,such,as,Time,Warner,"","",Cablevision,"","",Rogers,Communications,"","",UPC,"","",and,others,;,Linksys,has,partnered,with,companies,such,as,Skype,"","",Microsoft,and,Yahoo!,to,integrate,consumer,VoIP,services,with,wireless,and,cordless,phones,.}",24,1,14,1
8437008@46_116-8437008@46_55,8437008@46,Denise Fletcher-Head of GBU OMB,,0.478,"{Group,Executive,Board,Philippe,Castagnac,CEO,of,the,Group,Antonio,Bover,Co-CEO,of,the,Group,and,Managing,Partner,of,Mazars,in,Spain,Herv,H,lias,Co-CEO,of,the,Group,and,Head,of,GBU,PIE,Hilton,Saven,Co-CEO,of,the,Group,and,Managing,Partner,of,Mazars,in,South,Africa,Phil,Verity,Co-CEO,of,the,Group,and,Head,of,GBU,OMB,Victor,Wahba,Co-CEO,of,the,Group,and,responsible,for,the,operational,ties,with,the,United,States,Group,Governance,Council,Patrick,de,Cambourg,-LRB-,France,-RRB-,Chairman,Doug,Phillips,-LRB-,USA,-RRB-,"","",Vice-Chairman,Pierre,Sardet,-LRB-,France,-RRB-,"","",Vice-Chairman,Kathryn,Byrne,-LRB-,USA,-RRB-,Fran,ois,de,Carbonnel,-LRB-,France,-RRB-,Ali,Elaouani,-LRB-,Tunisia,-RRB-,Denise,Fletcher,-LRB-,USA,-RRB-,Patrice,de,Folleville,-LRB-,Germany,-RRB-,Tim,Hudson,-LRB-,United,Kingdom,-RRB-,Ruud,Krouwer,-LRB-,Holland,-RRB-,Kenneth,Morrison,-LRB-,Hong,Kong,-RRB-,Group,Strategic,Committee,Patrick,de,Cambourg,-LRB-,France,-RRB-,Chairman,Philippe,Castagnac,CEO,of,the,Group,Douglas,A.,Phillips,Managing,Partner,of,Mazars,in,the,United,States,Michel,Barbet-Massin,Partner,"","",member,of,the,Group,Strategic,Committee}",116,2,55,4
3396332@16_7-3396332@16_13,3396332@16,Tronox-S&P,,0.56,"{In,the,first,quarter,of,2006,"","",Tronox,replaced,Meade,Instruments,on,the,S&P,SmallCap,600,index,"","",when,Kerr-McGee,distributed,the,rest,of,its,stock,in,Tronox,under,its,former,NYSE,symbol,TRX.B,"","",a,class,B,security,.}",7,1,13,1
26552956@11_0-26552956@11_8,26552956@11,Stoklasa-Star Trek Generations,,0.672,"{Stoklasa,created,his,first,video,review,for,``,Star,Trek,Generations,'',after,watching,the,film,again,some,time,in,2008,.}",0,1,8,3
13653971@26_0-13653971@26_26,13653971@26,Witt-Tracor,,0.412,"{Witt,had,worked,for,Littelfuse,since,1979,and,had,been,president,and,CEO,of,Littelfuse,since,February,1990,"","",when,the,company,was,still,owned,by,Tracor,.}",0,1,26,1
31420671@10_0-31420671@10_10,31420671@10,Shri Nanjibhai Kalidas Mehta-Mehta Group of Companies,,0.842,"{Shri,Nanjibhai,Kalidas,Mehta,"","",is,the,founder,of,the,Mehta,Group,of,Companies,"","",a,Mumbai-based,conglomerate,"","",with,business,interests,spanning,four,continents,"","",namely,:,Asia,"","",Africa,"","",Europe,and,North,America,.}",0,4,10,4
18577523@34_0-18577523@34_23,18577523@34,Anand-International Advisory Council of Singapore 's Economic Development Board,,0.206,"{Anand,also,serves,as,the,Honorary,Ambassador,of,Foreign,Investment,Promotion,for,the,Republic,of,Korea,"","",and,is,a,member,of,the,International,Advisory,Council,of,Singapore,'s,Economic,Development,Board,"","",which,is,the,lead,government,agency,for,planning,and,executing,strategies,to,enhance,Singapore,'s,position,as,a,global,business,center,.}",0,1,23,9
27301090@9_10-27301090@9_18,27301090@9,Marvell-ST Microelectronics,,0.474,"{CyWee,s,partners,include,HP,"","",Fujitsu,"","",Acer,"","",Marvell,"","",China,Unicom,"","",China,Telecom,"","",ST,Microelectronics,"","",and,Flextronics,.}",10,1,18,2
293740@32_12-293740@32_27,293740@32,Arthur J. Nesbitt-Power Corporation of Canada,,0.736,"{Majority,control,of,the,company,was,obtained,in,the,late,1930s,by,Arthur,J.,Nesbitt,and,his,partner,Peter,A.,T.,Thomson,through,their,holding,company,"","",Power,Corporation,of,Canada,.}",12,3,27,4
732590@64_24-732590@64_19,732590@64,Talbot-Chrysler Europe,,0.538,"{The,Talbot,factory,team,for,the,World,Rally,Championship,was,founded,in,1979,"","",after,Peugeot,had,taken,over,Chrysler,Europe,and,resurrected,the,Talbot,name,.}",24,1,19,2
870648@96_39-870648@96_31,870648@96,Rufus Wainwright-RAC,,0.496,"{They,hold,an,annual,Denison,Day,-LRB-,or,``,DDay,'',for,short,-RRB-,concert,"","",which,has,featured,artists,such,as,The,Roots,"","",Andy,Grammer,"","",Ben,Folds,"","",RAC,"","",Phillip,Phillips,"","",Danny,Brown,"","",Rufus,Wainwright,"","",Reel,Big,Fish,"","",Matt,and,Kim,"","",Hoodie,Allen,"","",Mos,Def,"","",Jay,Sean,"","",and,Asher,Roth,.}",39,2,31,1
28835644@4_26-28835644@4_0,28835644@4,Darren Guccione-United States Patent and Trademark Office,,0.776,"{United,States,Patent,and,Trademark,Office,contains,several,design,and,utility,patent,records,covering,Callpod,'s,inventions.United,States,Patent,and,Trademark,Office,Co-founded,in,2001,by,Darren,Guccione,and,Craig,Lurey,"","",Callpod,was,created,to,pursue,patents,in,mobile,conferencing,.}",26,2,0,6
32838554@4_22-32838554@4_12,32838554@4,Sean Tyas-Blank & Jones,,0.53,"{Some,residents,of,the,radio,include,Marcus,Schossow,"","",Nic,Chagall,"","",Blank,&,Jones,"","",Ronski,Speed,"","",Talla,2XLC,"","",Sean,Tyas,"","",and,Boom,Jinx,.}",22,2,12,3
544694@15_32-544694@15_30,544694@15,Sam-Costco,,0.446,"{Its,main,competitors,are,national,grocery,chains,IGA,"","",Kroger,"","",SuperValu,"","",and,Whole,Foods,;,consolidated,retail,and,warehouse,chains,"","",including,Wal-Mart,"","",Target,"","",Kmart,"","",Costco,"","",Sam,'s,Club,and,BJ,'s,Wholesale,Club,;,and,several,regional,grocery,chains,"","",including,BI-LO,-LRB-,operating,under,both,its,own,name,and,that,of,its,wholly,owned,subsidiary,Winn-Dixie,-RRB-,"","",Harris,Teeter,"","",Fresh,Market,"","",Piggly,Wiggly,"","",Ingles,"","",and,Rouses,.}",32,1,30,1
23114820@10_15-23114820@10_42,23114820@10,Len-Forest Stewardship Council FSC,,0.44,"{It,has,about,209,thousand,hectares,of,forests,of,planted,forests,with,FSC,certified,The,Len,is,Paulista,"","",Botucatu,"","",Itapetininga,and,Agudos,Units,"","",located,in,the,State,of,S,o,Paulo,"","",were,awarded,the,Green,Seal,by,the,Forest,Stewardship,Council,FSC,"","",and,internationally,recognized,organization,which,certifies,forest,management,based,on,preservation,and,sustainability,principles,.}",15,1,42,4
9462246@20_2-9462246@20_33,9462246@20,Davies-Air Ministry,,0.53,"{Eventually,"","",Davies,and,Newman,"","",the,parent,company,of,both,the,airline,and,its,new,engineering,offshoot,"","",managed,to,negotiate,a,21-year,lease,of,the,airfield,'s,maintenance,facilities,with,the,Air,Ministry,.}",2,1,33,2
196934@224_16-196934@224_1,196934@224,Jesus-Jesuit Community of LMU,,0.376,"{The,Jesuit,Community,of,LMU,is,the,largest,in,the,California,Province,of,the,Society,of,Jesus,.}",16,1,1,4
23848422@31_9-23848422@31_25,23848422@31,Bluestone-GE,,0.412,"{Up,until,this,point,"","",the,day-to-day,administration,of,Bluestone,'s,now,A$,3b,loan,portfolio,had,been,outsourced,to,AMS,"","",a,subsidiary,of,GE,.}",9,1,25,1
5027882@37_3-5027882@37_5,5027882@37,Icahn-Marvel,,0.516,"{The,judge,ousted,Icahn,as,Marvel,'s,chairman,in,December,1997,"","",naming,a,trustee,to,run,Marvel,while,discussion,continued,between,the,various,factions,.}",3,1,5,1
11026752@1_0-11026752@1_23,11026752@1,Lorenzo Bini Smaghi Lorenzo Bini Smaghi-Snam,,0.294,"{Lorenzo,Bini,Smaghi,Lorenzo,Bini,Smaghi,-LRB-,born,29,November,1956,in,Florence,-RRB-,is,an,Italian,economist,who,is,currently,Chairman,of,Snam,"","",an,Italian,listed,company,"","",and,Non-Executive,Director,of,Morgan,Stanley,International,.}",0,6,23,1
1723171@34_10-1723171@34_30,1723171@34,Marshall-Turon Technology Museum -LRB- Museum of Power,,0.198,"{What,is,thought,to,be,one,of,the,oldest,surviving,Marshall,product,"","",works,no.,415,"","",a,2.5,nhp,portable,engine,from,1866,"","",may,be,seen,at,the,Turon,Technology,Museum,-LRB-,Museum,of,Power,-RRB-,"","",in,New,South,Wales,"","",Australia,.}",10,1,30,7
42957745@6_11-42957745@6_20,42957745@6,T.J. Maxx-Kroger Co.,,0.632,"{The,company,is,the,largest,landlord,to,the,TJX,Companies,-LRB-,T.J.,Maxx,"","",Marshalls,and,HomeGoods,-RRB-,and,The,Kroger,Co.,.}",11,2,20,2
18157@25_14-18157@25_7,18157@25,Henry Schacht-Lucent,,0.618,"{At,the,time,of,its,spinoff,"","",Lucent,was,placed,under,the,leadership,of,Henry,Schacht,"","",who,was,brought,in,to,oversee,its,transition,from,an,arm,of,AT&T,into,an,independent,corporation,.}",14,2,7,1
39233999@4_3-39233999@4_16,39233999@4,VirnetX-Microsoft,,0.634,"{Since,2010,"","",VirnetX,has,been,in,litigation,with,companies,including,Apple,"","",Cisco,"","",and,Microsoft,.}",3,1,16,1
272980@357_14-272980@357_18,272980@357,Zach Thomas-Kansas City Chiefs,,0.452,"{Current,alumni,standouts,include,San,Francisco,49ers,wide,receiver,Michael,Crabtree,"","",NFL,All-Pros,Zach,Thomas,of,the,Kansas,City,Chiefs,"","",Danny,Amendola,of,the,New,England,Patriots,"","",and,Wes,Welker,of,the,Denver,Broncos,.}",14,2,18,3
2741545@5_7-2741545@5_33,2741545@5,Christopher Lindblad-Cornell University,,0.182,"{The,company,was,founded,in,2001,by,Christopher,Lindblad,"","",who,was,the,Chief,Architect,of,the,Ultraseek,search,engine,at,Infoseek,"","",and,Paul,Pedersen,"","",a,professor,of,computer,science,at,Cornell,University,and,UCLA,"","",to,address,shortcomings,with,existing,search,and,data,products,.}",7,2,33,2
10897833@11_5-10897833@11_20,10897833@11,Linda-University of Alabama,,0.676,"{Mark,Smith,and,his,wife,Linda,were,known,for,their,philanthropic,support,of,causes,in,the,Huntsville,area,including,the,University,of,Alabama,in,Huntsville,and,the,Huntsville,Symphony,Orchestra,.}",5,1,20,3
31751788@22_0-31751788@22_26,31751788@22,John-BBC,,0.5,"{John,has,since,made,a,number,of,TV,appearances,including,Channel,4,'s,Secret,Millionaire,1,:,Episode,2,and,the,very,first,episode,of,the,BBC,comedy,documentary,`,Bring,Your,Husband,To,Heel,',.}",0,1,26,1
21884989@15_3-21884989@15_19,21884989@15,Feng Deng-Northern Light Venture Capital,,0.802,"{Yan,Ke,and,Feng,Deng,stayed,with,Juniper,after,the,acquisition,but,then,left,Juniper,in,2005,and,started,Northern,Light,Venture,Capital,"","",a,China,concept,venture,capital,firm,focused,on,early,and,growth,stage,opportunities,in,TMT,"","",consumer,"","",clean,technologies,"","",and,life,science,industries,.}",3,2,19,4
53273@377_36-53273@377_71,53273@377,John A. Allison IV-JPMorgan Chase,,0.492,"{On,the,business,front,"","",the,current,or,recent,President,"","",CEO,"","",or,Chairman,of,each,of,the,following,Fortune,500,companies,is,a,Duke,alumnus,:,Apple,-LRB-,Tim,Cook,-RRB-,"","",BB&T,-LRB-,John,A.,Allison,IV,-RRB-,"","",Boston,Scientific,Corporation,-LRB-,Peter,Nicholas,-RRB-,"","",Chesapeake,Energy,-LRB-,Aubrey,McClendon,-RRB-,"","",Cisco,System,-LRB-,John,Chambers,-RRB-,"","",General,Motors,-LRB-,Rick,Wagoner,-RRB-,"","",JPMorgan,Chase,-LRB-,Steven,Black,-RRB-,"","",Medtronic,-LRB-,William,A.,Hawkins,-RRB-,"","",Morgan,Stanley,-LRB-,John,J.,Mack,-RRB-,"","",Norfolk,Southern,-LRB-,David,R.,Goode,-RRB-,"","",Northwest,Airlines,-LRB-,Gary,L.,Wilson,-RRB-,"","",PepsiCo,-LRB-,Karl,von,der,Heyden,-RRB-,"","",Pfizer,-LRB-,Edmund,T.,Pratt,"","",Jr.,-RRB-,"","",The,Bank,of,New,York,Mellon,-LRB-,Gerald,Hassell,-RRB-,"","",and,Wachovia,-LRB-,Robert,K.,Steel,-RRB-,.}",36,4,71,2
